hashtag,day_0_retweets,day_0_followers,day_0_occurences,day_0_weekday,day_0_month,day_0_day,day_0_modehour,day_0_avghour,day_1_retweets,day_1_followers,day_1_occurences,day_1_weekday,day_1_month,day_1_day,day_1_modehour,day_1_avghour,day_2_retweets,day_2_followers,day_2_occurences,day_2_weekday,day_2_month,day_2_day,day_2_modehour,day_2_avghour,day_3_retweets,day_3_followers,day_3_occurences,day_3_weekday,day_3_month,day_3_day,day_3_modehour,day_3_avghour,day_4_retweets,day_4_followers,day_4_occurences,day_4_weekday,day_4_month,day_4_day,day_4_modehour,day_4_avghour,day_5_retweets,day_5_followers,day_5_occurences,day_5_weekday,day_5_month,day_5_day,day_5_modehour,day_5_avghour,ids
엑소카이,245399,25135,95,5,10,13,23,22.760416666666668,652823,30193,93,6,10,14,23,22.75531914893617,4124096,716298,796,0,10,15,22,22.210790464240905,199704,43550,71,1,10,16,23,22.680555555555557,154621,95109,83,2,10,17,23,22.678571428571427,400069,226243,365,3,10,18,23,20.907103825136613,196
DNA,284113,524611,284,5,10,13,20,20.817543859649124,28899749,1063820,1498,6,10,14,23,22.984656437625084,7606220,6667463,1297,0,10,15,22,22.01386748844376,21205730,78125396,7498,1,10,16,17,13.196159487931725,603357,2568953,590,2,10,17,22,21.68020304568528,358830,3505101,600,3,10,18,21,20.713810316139767,2099
SOULCALIBURVI,13492,843135,191,5,10,13,19,19.901041666666668,7526,448157,99,6,10,14,23,21.54,54276,2447466,397,0,10,15,19,20.44221105527638,22321,234295,199,1,10,16,22,21.565,22933,108703,99,2,10,17,23,22.77,43014,56683,91,3,10,18,23,22.75,7099
佐藤寛太,244164,1206496,651,5,10,13,11,10.946319018404909,1922435,6012268,2928,6,10,14,7,10.670194605667463,293217,601353,546,0,10,15,8,7.936014625228519,19592,21567,60,1,10,16,14,16.688524590163933,14514,443824,87,2,10,17,22,19.136363636363637,23991,242470,98,3,10,18,15,16.858585858585858,967
徳ミュ,0,0,0,0,0,0,0,0.0,0,947,1,6,10,14,0,1.5,0,947,1,0,10,15,0,1.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1
ノースリーブス,107962,91528,192,5,10,13,23,20.72020725388601,21106,121986,98,6,10,14,23,20.363636363636363,103252,2050325,322,0,10,15,8,9.891640866873065,45747,210605,172,1,10,16,12,10.832369942196532,61317,78686,181,2,10,17,10,12.423076923076923,42316,495456,221,3,10,18,6,11.468468468468469,78
gochiusa,111683,729290,191,5,10,13,21,18.53125,31823,456081,86,6,10,14,22,20.620689655172413,95018,162188,91,0,10,15,23,22.66304347826087,66121,401918,94,1,10,16,22,21.021052631578947,118883,278144,90,2,10,17,23,22.208791208791208,815045,442085,298,3,10,18,23,22.642140468227424,89
板尾創路,434672,784506,660,5,10,13,1,6.394856278366112,28217,19069,48,6,10,14,1,8.857142857142858,244010,565446,442,0,10,15,2,5.724604966139955,18010,12612,37,1,10,16,7,8.552631578947368,8826,23125,23,2,10,17,13,11.875,3604,283497,80,3,10,18,11,13.62962962962963,173
相互希望,11305,5563649,2297,5,10,13,23,19.312880765883378,12600,6945380,2799,6,10,14,23,18.0125,14540,7118939,2599,0,10,15,23,18.763076923076923,2640,1526421,699,1,10,16,23,22.507142857142856,17504,5913745,2598,2,10,17,23,18.847633705271257,7773,4848331,1985,3,10,18,23,20.09718026183283,2100
日刊イバラギン,147672,25265,66,5,10,13,23,22.059701492537314,221897,29373,69,6,10,14,23,22.67142857142857,191838,26301,66,0,10,15,23,22.65671641791045,94049,24990,58,1,10,16,23,22.25423728813559,130585,28550,62,2,10,17,23,22.22222222222222,93992,16378,50,3,10,18,22,22.0,65
targets,88,1224428,78,5,10,13,19,20.126582278481013,426,1289476,70,6,10,14,19,20.112676056338028,53,1520471,75,0,10,15,18,19.776315789473685,169,1102837,81,1,10,16,21,20.841463414634145,83,1519384,77,2,10,17,17,19.307692307692307,56,1540062,74,3,10,18,18,19.666666666666668,75
AFazenda,4199,121386,60,5,10,13,23,22.62295081967213,4966,61786,58,6,10,14,23,22.610169491525422,9696,164550,98,0,10,15,23,22.767676767676768,4395,336854,92,1,10,16,23,22.752688172043012,9991,353367,89,2,10,17,23,22.744444444444444,2602,248621,93,3,10,18,23,22.75531914893617,92
TAEIL,114288,50016,93,5,10,13,23,22.75531914893617,2535144,3907031,5199,6,10,14,12,14.402884615384615,437373,655348,898,0,10,15,23,20.15127919911012,221641,343855,589,1,10,16,23,21.3135593220339,1059174,106875,199,2,10,17,23,22.885,1211753,785762,1193,3,10,18,23,22.98073701842546,797
ミリシタボーダー,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,79,0,1,0,10,15,0,2.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
Alerta,222399,10341574,496,5,10,13,23,21.688128772635814,56145,6365412,97,6,10,14,23,22.510204081632654,478214,63194992,1796,0,10,15,17,15.997217584863662,406727,41627736,1684,1,10,16,18,19.675964391691394,689970,49475312,2100,2,10,17,15,15.390766301761067,131630,32517663,1089,3,10,18,19,19.06605504587156,1898
aFazenda10,4817,95127,76,5,10,13,23,22.7012987012987,5178,106630,83,6,10,14,23,22.726190476190474,4845,71669,81,0,10,15,23,22.71951219512195,5826,80912,80,1,10,16,23,22.71604938271605,17559,187010,191,2,10,17,23,22.880208333333332,4446,124465,88,3,10,18,23,22.741573033707866,68
UprisingSVU,697978,380209,353,5,10,13,2,6.655367231638418,172545,40162,74,6,10,14,3,10.52,85560,44456,57,0,10,15,12,10.568965517241379,38855,17611,16,1,10,16,1,9.470588235294118,52121,13369,27,2,10,17,0,8.285714285714286,32333,8828,16,3,10,18,9,10.529411764705882,14
HangAsiaDefend295C,40114,514537,598,5,10,13,18,19.579298831385643,112057,1113589,1221,6,10,14,7,9.273322422258593,53087,248986,352,0,10,15,7,10.220963172804533,4513,183005,88,1,10,16,23,19.51685393258427,13614,352407,334,2,10,17,15,12.33134328358209,5026,82330,99,3,10,18,6,12.56,118
SDVX_V,7988,5508,17,5,10,13,0,5.222222222222222,0,0,0,0,0,0,0,0.0,44,9145,9,0,10,15,8,10.5,222,1583,5,1,10,16,1,2.0,2,1475,2,2,10,17,0,13.0,0,0,0,0,0,0,0,0.0,0
cyberbacker,2,5755,106,5,10,13,22,21.8411214953271,0,5026,75,6,10,14,23,22.263157894736842,0,60935,172,0,10,15,22,22.190751445086704,0,15758,78,1,10,16,20,20.759493670886076,0,19726,45,2,10,17,15,15.369565217391305,4,13499,61,3,10,18,14,15.870967741935484,68
BookLover,814,751995,88,5,10,13,22,21.95505617977528,1442,721968,80,6,10,14,22,21.987654320987655,2407,892556,91,0,10,15,23,22.0,1530,625263,75,1,10,16,21,21.69736842105263,731,1401048,90,2,10,17,22,22.043956043956044,691,516322,71,3,10,18,23,21.833333333333332,83
AZSEN,11298188,37520558,7800,5,10,13,13,13.579284707088835,3647338,22237809,3640,6,10,14,1,10.32381213952211,3487189,42302844,4827,0,10,15,16,14.947804473902236,4916518,17056133,3298,1,10,16,23,21.657168839042136,6590792,38558388,6100,2,10,17,2,12.955089329618096,0,0,0,0,0,0,0,0.0,0
